# name	cardType	attribute	monsterType	monsterAbility	type	level	attack	defense	lpendulum	rpendulum	spellType	trapType
Genex Blastfan	Monster	Wind	Effect	None	Spellcaster	4	1600	1300	0	0	None	None
Genex Controller	Monster	Dark	Effect	Tuner	Machine	3	1400	1200	0	0	None	None
Genex Doctor	Monster	Dark	Effect	None	Spellcaster	3	1500	1000	0	0	None	None
Genex Furnace	Monster	Fire	Effect	None	Pyro	5	2000	1300	0	0	None	None
Genex Gaia	Monster	Earth	Effect	None	Rock	3	1000	1900	0	0	None	None
Genex Neutron	Monster	Light	Effect	None	Machine	4	1800	1200	0	0	None	None
Genex Power Planner	Monster	Light	Effect	None	Spellcaster	1	300	200	0	0	None	None
Genex Recycled	Monster	Dark	Effect	Tuner	Machine	1	200	400	0	0	None	None
Genex Searcher	Monster	Earth	Effect	None	Machine	4	1600	400	0	0	None	None
Genex Solar	Monster	Light	Effect	None	Machine	7	2500	1500	0	0	None	None
Genex Spare	Monster	Dark	Effect	Tuner	Machine	3	800	1200	0	0	None	None
Genex Turbine	Monster	Earth	Effect	None	Machine	4	1400	1300	0	0	None	None
Genex Undine	Monster	Water	Effect	None	Aqua	3	1200	600	0	0	None	None
Genex Worker	Monster	Wind	Effect	None	Machine	3	1200	1200	0	0	None	None
Geo Genex	Monster	Earth	Synchro	Effect	Machine	6	1800	2800	0	0	None	None
Geomancer of the Ice Barrier	Monster	Water	Effect	Tuner	Spellcaster	3	800	1200	0	0	None	None
Gernia	Monster	Dark	Effect	None	Zombie	4	1300	1200	0	0	None	None
Getsu Fuhma	Monster	Dark	Effect	None	Warrior	4	1700	1200	0	0	None	None
Ghost Gardna	Monster	Dark	Effect	None	Warrior	4	0	1900	0	0	None	None
Ghost Knight of Jackal	Monster	Earth	Effect	None	BeastWarrior	5	1700	1600	0	0	None	None
Ghost Ship	Monster	Light	Effect	None	Fiend	5	1900	1000	0	0	None	None
Giant Axe Mummy	Monster	Earth	Effect	None	Zombie	5	1700	2000	0	0	None	None
Giant Flea	Monster	Earth	Normal	None	Insect	4	1500	1200	0	0	None	None
Giant Germ	Monster	Dark	Effect	None	Fiend	2	1000	100	0	0	None	None
Giant Kozaky	Monster	Dark	Effect	None	Fiend	4	2500	2400	0	0	None	None
Giant Orc	Monster	Dark	Effect	None	Fiend	4	2200	0	0	0	None	None
Giant Rat	Monster	Earth	Effect	None	Beast	4	1400	1450	0	0	None	None
Giant Red Seasnake	Monster	Water	Normal	None	Aqua	4	1800	800	0	0	None	None
Giant Soldier of Stone	Monster	Earth	Normal	None	Rock	3	1300	2000	0	0	None	None
Giant Turtle Who Feeds on Flames	Monster	Water	Normal	None	Aqua	5	1400	1800	0	0	None	None
Giga Gagagigo	Monster	Water	Normal	None	Reptile	5	2450	1500	0	0	None	None
Gigantes	Monster	Earth	Effect	None	Rock	4	1900	1300	0	0	None	None
Gigantic Cephalotus	Monster	Earth	Effect	None	Plant	4	1850	700	0	0	None	None
Gigaplant	Monster	Earth	Effect	Gemini	Plant	6	2400	1200	0	0	None	None
Gigastone Omega	Monster	Earth	Effect	None	Rock	5	1000	2300	0	0	None	None
Giga-Tech Wolf	Monster	Fire	Normal	None	Machine	4	1200	1400	0	0	None	None
Gigobyte	Monster	Water	Normal	None	Reptile	1	350	300	0	0	None	None
Gilasaurus	Monster	Earth	Effect	None	Dinosaur	3	1400	400	0	0	None	None
Gilford the Legend	Monster	Earth	Effect	None	Warrior	8	2600	2000	0	0	None	None
Gilford the Lightning	Monster	Light	Effect	None	Warrior	8	2800	1400	0	0	None	None
Gil Garth	Monster	Dark	Normal	None	Fiend	4	1800	1200	0	0	None	None
Giltia the D. Knight	Monster	Light	Fusion	None	Warrior	5	1850	1500	0	0	None	None
Girochin Kuwagata	Monster	Wind	Normal	None	Insect	4	1700	1000	0	0	None	None
Gishki Abyss	Monster	Water	Effect	None	Fish	2	800	500	0	0	None	None
Gishki Ariel	Monster	Water	Effect	None	Spellcaster	4	1000	1800	0	0	None	None
Gishki Beast	Monster	Water	Effect	None	Beast	4	1500	1300	0	0	None	None
Gishki Chain	Monster	Water	Effect	None	SeaSerpent	4	1800	1000	0	0	None	None
Gishki Diviner	Monster	Water	Effect	None	SeaSerpent	3	1200	800	0	0	None	None
Gishki Marker	Monster	Water	Effect	None	Aqua	4	1600	1200	0	0	None	None
Gishki Shadow	Monster	Water	Effect	None	SeaSerpent	4	1200	1000	0	0	None	None
Gishki Vanity	Monster	Water	Effect	None	Aqua	2	1000	800	0	0	None	None
Gladiator Beast Alexander	Monster	Light	Effect	None	Beast	6	2400	600	0	0	None	None
Gladiator Beast Andal	Monster	Earth	Normal	None	BeastWarrior	4	1900	1500	0	0	None	None
Gladiator Beast Bestiari	Monster	Wind	Effect	None	WingedBeast	4	1500	800	0	0	None	None
Gladiator Beast Darius	Monster	Earth	Effect	None	BeastWarrior	4	1700	300	0	0	None	None
Gladiator Beast Dimacari	Monster	Earth	Effect	None	Beast	4	1600	1200	0	0	None	None
Gladiator Beast Equeste	Monster	Wind	Effect	None	WingedBeast	4	1600	1200	0	0	None	None
Gladiator Beast Essedarii	Monster	Earth	Fusion	Effect	Beast	5	2500	1400	0	0	None	None
Gladiator Beast Gaiodiaz	Monster	Dark	Fusion	Effect	Dinosaur	7	2600	1500	0	0	None	None
Gladiator Beast Gyzarus	Monster	Dark	Fusion	Effect	WingedBeast	6	2400	1500	0	0	None	None
Gladiator Beast Heraklinos	Monster	Fire	Fusion	Effect	BeastWarrior	8	3000	2800	0	0	None	None
Gladiator Beast Hoplomus	Monster	Earth	Effect	None	Rock	4	700	2100	0	0	None	None
Gladiator Beast Lanista	Monster	Wind	Effect	None	WingedBeast	4	1800	1200	0	0	None	None
Gladiator Beast Laquari	Monster	Fire	Effect	None	BeastWarrior	4	1800	400	0	0	None	None
Gladiator Beast Murmillo	Monster	Water	Effect	None	Fish	3	800	400	0	0	None	None
Gladiator Beast Octavius	Monster	Light	Effect	None	WingedBeast	7	2500	1200	0	0	None	None
Gladiator Beast Retiari	Monster	Water	Effect	None	Aqua	3	1200	800	0	0	None	None
Gladiator Beast Samnite	Monster	Earth	Effect	None	Beast	3	1600	1200	0	0	None	None
Gladiator Beast Secutor	Monster	Wind	Effect	None	Reptile	4	400	300	0	0	None	None
Gladiator Beast Spartacus	Monster	Earth	Effect	None	Dinosaur	5	2200	1600	0	0	None	None
Gladiator Beast Torax	Monster	Water	Effect	None	Fish	3	1400	400	0	0	None	None
Gladiator Beast Tygerius	Monster	Earth	Effect	None	Beast	4	1800	800	0	0	None	None
Glow-Up Bulb	Monster	Earth	Effect	Tuner	Plant	1	100	100	0	0	None	None
Goblin Attack Force	Monster	Earth	Normal	None	Warrior	4	2300	0	0	0	None	None
Goblin Black Ops	Monster	Dark	Effect	None	BeastWarrior	4	1300	0	0	0	None	None
Goblin Calligrapher	Monster	Dark	Normal	None	Fiend	1	400	400	0	0	None	None
Goblin Decoy Squad	Monster	Dark	Effect	None	Warrior	4	1000	0	0	0	None	None
Goblin Elite Attack Force	Monster	Earth	Effect	None	Fiend	4	2200	1500	0	0	None	None
Goblin King	Monster	Dark	Effect	None	Fiend	1	0	0	0	0	None	None
Goblin of Greed	Monster	Earth	Effect	None	Fiend	4	1000	1800	0	0	None	None
Goblin Pothole Squad	Monster	Earth	Effect	None	Warrior	4	1500	400	0	0	None	None
Goblin Recon Squad	Monster	Wind	Effect	None	Warrior	4	1700	0	0	0	None	None
Goblin Zombie	Monster	Dark	Effect	None	Zombie	4	1100	1050	0	0	None	None
Goblindbergh	Monster	Earth	Effect	None	Warrior	4	1400	0	0	0	None	None
Goddess of Whim	Monster	Light	Effect	None	Fairy	3	950	700	0	0	None	None
Goddess with the Third Eye	Monster	Light	Effect	None	Fairy	4	1200	1000	0	0	None	None
Goe Goe the Gallant Ninja	Monster	Wind	Effect	None	Warrior	4	1500	1000	0	0	None	None
Goggle Golem	Monster	Earth	Effect	Gemini	Rock	4	1500	500	0	0	None	None
Gogiga Gagagigo	Monster	Water	Normal	None	Reptile	8	2950	2800	0	0	None	None
Gogogo Golem	Monster	Earth	Effect	None	Rock	4	1800	1500	0	0	None	None
Goka, the Pyre of Malice	Monster	Fire	Effect	None	Zombie	6	2200	1900	0	0	None	None
Gokibore	Monster	Earth	Normal	None	Insect	4	1200	1400	0	0	None	None
Gokipon	Monster	Earth	Effect	None	Insect	2	800	800	0	0	None	None
Goldd, Wu-Lord of Dark World	Monster	Dark	Effect	None	Fiend	5	2300	1400	0	0	None	None
Golden Flying Fish	Monster	Light	Effect	None	Fish	4	1700	1000	0	0	None	None
Golden Homunculus	Monster	Light	Effect	None	Warrior	6	1500	1500	0	0	None	None
Golden Ladybug	Monster	Light	Effect	None	Insect	1	0	0	0	0	None	None
Golem Dragon	Monster	Earth	Effect	None	Dragon	4	200	2000	0	0	None	None
Golem Sentry	Monster	Earth	Effect	None	Rock	4	800	1800	0	0	None	None
Gonogo	Monster	Earth	Effect	None	Rock	3	1350	1600	0	0	None	None
Gora Turtle	Monster	Water	Effect	None	Aqua	3	1100	1100	0	0	None	None
Gora Turtle of Illusion	Monster	Water	Effect	None	Aqua	4	1200	1400	0	0	None	None
Gorz the Emissary of Darkness	Monster	Dark	Effect	None	Fiend	7	2700	2500	0	0	None	None
Goyo Guardian	Monster	Earth	Synchro	Effect	Warrior	6	2800	2000	0	0	None	None
Gradius	Monster	Light	Normal	None	Machine	4	1200	800	0	0	None	None
Gradius' Option	Monster	Light	Effect	None	Machine	1	0	0	0	0	None	None
Gragonith, Lightsworn Dragon	Monster	Light	Effect	None	Dragon	6	2000	1600	0	0	None	None
Granadora	Monster	Water	Effect	None	Reptile	4	1900	700	0	0	None	None
Grand Tiki Elder	Monster	Dark	Normal	None	Fiend	4	1500	800	0	0	None	None
Granmarg the Rock Monarch	Monster	Earth	Effect	None	Rock	6	2400	1000	0	0	None	None
Grandmaster of the Six Samurai	Monster	Earth	Effect	None	Warrior	5	2100	800	0	0	None	None
Grapha, Dragon Lord of Dark World	Monster	Dark	Effect	None	Fiend	8	2700	1800	0	0	None	None
Grapple Blocker	Monster	Earth	Effect	None	Psychic	4	1200	2000	0	0	None	None
Grass Phantom	Monster	Water	Effect	None	Plant	3	1000	1000	0	0	None	None
Grasschopper	Monster	Earth	Effect	Gemini	Insect	5	2350	1000	0	0	None	None
Gravekeeper's Assailant	Monster	Dark	Effect	None	Spellcaster	4	1500	1500	0	0	None	None
Gravekeeper's Cannonholder	Monster	Dark	Effect	None	Spellcaster	4	1400	1200	0	0	None	None
Gravekeeper's Chief	Monster	Dark	Effect	None	Spellcaster	5	1900	1200	0	0	None	None
Gravekeeper's Commandant	Monster	Dark	Effect	None	Spellcaster	4	1600	1500	0	0	None	None
Gravekeeper's Curse	Monster	Dark	Effect	None	Spellcaster	3	800	800	0	0	None	None
Gravekeeper's Descendant	Monster	Dark	Effect	None	Spellcaster	4	1500	1200	0	0	None	None
Gravekeeper's Guard	Monster	Dark	Effect	None	Spellcaster	4	1000	1900	0	0	None	None
Gravekeeper's Priestess	Monster	Dark	Effect	None	Spellcaster	3	1000	1500	0	0	None	None
Gravekeeper's Recruiter	Monster	Dark	Effect	None	Spellcaster	3	1200	1500	0	0	None	None
Gravekeeper's Spear Soldier	Monster	Dark	Effect	None	Spellcaster	4	1500	1000	0	0	None	None
Gravekeeper's Spy	Monster	Dark	Effect	None	Spellcaster	4	1200	2000	0	0	None	None
Gravekeeper's Vassal	Monster	Dark	Effect	None	Spellcaster	3	700	500	0	0	None	None
Gravekeeper's Visionary	Monster	Dark	Effect	None	Spellcaster	8	2000	1800	0	0	None	None
Gravekeeper's Watcher	Monster	Dark	Effect	None	Spellcaster	4	1000	1000	0	0	None	None
Grave Ohja	Monster	Earth	Effect	None	Rock	4	1600	1500	0	0	None	None
Grave Protector	Monster	Dark	Effect	None	Fiend	4	0	2000	0	0	None	None
Grave Squirmer	Monster	Dark	Effect	None	Fiend	1	0	0	0	0	None	None
Gravi-Crush Dragon	Monster	Dark	Effect	None	Dragon	6	2400	1200	0	0	None	None
Gravitic Orb	Monster	Dark	Effect	None	Fiend	3	1100	700	0	0	None	None
Gravity Behemoth	Monster	Dark	Effect	None	Beast	6	2300	2000	0	0	None	None
Gray Wing	Monster	Wind	Effect	None	Dragon	3	1300	700	0	0	None	None
Great Angus	Monster	Fire	Normal	None	Beast	4	1800	600	0	0	None	None
Great Bill	Monster	Earth	Normal	None	Beast	4	1250	1300	0	0	None	None
Great Dezard	Monster	Dark	Effect	None	Spellcaster	6	1900	2300	0	0	None	None
Great Long Nose	Monster	Dark	Effect	Spirit	BeastWarrior	5	1900	1700	0	0	None	None
Great Maju Garzett	Monster	Dark	Effect	None	Fiend	6	0	0	0	0	None	None
Great Moth	Monster	Earth	Effect	None	Insect	8	2600	2500	0	0	None	None
Great Phantom Thief	Monster	Earth	Effect	None	Spellcaster	3	1000	1000	0	0	None	None
Great Shogun Shien	Monster	Fire	Effect	None	Warrior	7	2500	2400	0	0	None	None
Great Spirit	Monster	Earth	Effect	None	Rock	4	500	1500	0	0	None	None
Great White	Monster	Water	Normal	None	Fish	4	1600	800	0	0	None	None
Greed Quasar	Monster	Dark	Effect	None	Fiend	7	0	0	0	0	None	None
Green Baboon, Defender of the Forest	Monster	Earth	Effect	None	Beast	7	2600	1800	0	0	None	None
Green Gadget	Monster	Earth	Effect	None	Machine	4	1400	600	0	0	None	None
Green Phantom King	Monster	Earth	Normal	None	Plant	3	500	1600	0	0	None	None
Greenkappa	Monster	Dark	Effect	None	Warrior	3	650	900	0	0	None	None
Gren Maju Da Eiza	Monster	Fire	Effect	None	Fiend	3	0	0	0	0	None	None
Gren, Tactician of Dark World	Monster	Dark	Effect	None	Fiend	2	300	500	0	0	None	None
Grenosaurus	Monster	Fire	Xyz	Effect	Dinosaur	3	2000	1900	0	0	None	None
Griggle	Monster	Earth	Effect	None	Plant	1	350	300	0	0	None	None
Grinder Golem	Monster	Dark	Effect	None	Fiend	8	3000	300	0	0	None	None
Grizzly, the Red Star Beast	Monster	Earth	Synchro	Effect	Beast	8	2700	2300	0	0	None	None
Ground Attacker Bugroth	Monster	Earth	Normal	None	Machine	4	1500	1000	0	0	None	None
Ground Spider	Monster	Earth	Effect	None	Insect	4	0	1500	0	0	None	None
Guard Dog	Monster	Earth	Effect	None	Beast	3	1500	500	0	0	None	None
Guardian Angel Joan	Monster	Light	Effect	None	Fairy	7	2800	2000	0	0	None	None
Guardian Baou	Monster	Dark	Effect	None	Fiend	4	800	400	0	0	None	None
Guardian Ceal	Monster	Fire	Effect	None	Pyro	4	1700	1400	0	0	None	None
Guardian Eatos	Monster	Wind	Effect	None	Fairy	8	2500	2000	0	0	None	None
Guardian Elma	Monster	Wind	Effect	None	Fairy	3	1300	1200	0	0	None	None
Guardian Grarl	Monster	Earth	Effect	None	Dinosaur	5	2500	1000	0	0	None	None
Guardian Kay'est	Monster	Water	Effect	None	SeaSerpent	4	1000	1800	0	0	None	None
Guardian of Order	Monster	Light	Effect	None	Warrior	8	2500	1200	0	0	None	None
Guardian of the Labyrinth	Monster	Earth	Normal	None	Warrior	4	1000	1200	0	0	None	None
Guardian of the Throne Room	Monster	Light	Normal	None	Machine	4	1650	1600	0	0	None	None
Guardian Sphinx	Monster	Earth	Effect	None	Rock	5	1700	2400	0	0	None	None
Guardian Statue	Monster	Earth	Effect	None	Rock	4	800	1400	0	0	None	None
Guardian Tryce	Monster	Light	Effect	None	Thunder	5	1900	1700	0	0	None	None
Guldfaxe of the Nordic Beasts	Monster	Light	Effect	Tuner	Beast	4	1600	1000	0	0	None	None
Gundari	Monster	Fire	Effect	Spirit	Pyro	4	1000	200	0	0	None	None
Gungnir, Dragon of the Ice Barrier	Monster	Water	Synchro	Effect	Dragon	7	2500	1700	0	0	None	None
Gusto Codor	Monster	Wind	Effect	None	WingedBeast	3	1000	400	0	0	None	None
Gusto Egul	Monster	Wind	Effect	Tuner	WingedBeast	1	200	400	0	0	None	None
Gusto Gulldo	Monster	Wind	Effect	Tuner	WingedBeast	3	500	500	0	0	None	None
Gusto Thunbolt	Monster	Wind	Effect	None	Thunder	4	1500	1200	0	0	None	None
Gyakutenno Megami	Monster	Light	Normal	None	Fairy	6	1800	2000	0	0	None	None
Gyaku-Gire Panda	Monster	Earth	Effect	None	Beast	3	800	1600	0	0	None	None
Gyroid	Monster	Wind	Effect	None	Machine	3	1000	1000	0	0	None	None
Hade-Hane	Monster	Earth	Effect	None	Beast	5	900	1000	0	0	None	None
Hamon, Lord of Striking Thunder	Monster	Light	Effect	None	Thunder	10	4000	4000	0	0	None	None
Hand of Nephthys	Monster	Wind	Effect	None	Spellcaster	2	600	600	0	0	None	None
Hand of the Six Samurai	Monster	Fire	Effect	None	Warrior	3	1600	1000	0	0	None	None
Handcuffs Dragon	Monster	Wind	Effect	None	Dragon	5	1800	1800	0	0	None	None
Hane-Hane	Monster	Earth	Effect	None	Beast	2	450	500	0	0	None	None
Hanewata	Monster	Light	Effect	Tuner	Fairy	1	200	300	0	0	None	None
Haniwa	Monster	Earth	Normal	None	Rock	2	500	500	0	0	None	None
Hannibal Necromancer	Monster	Dark	Effect	None	Spellcaster	4	1400	1800	0	0	None	None
Happy Lover	Monster	Light	Normal	None	Fairy	2	800	500	0	0	None	None
Hard Armor	Monster	Earth	Normal	None	Warrior	3	300	1200	0	0	None	None
Hardened Armed Dragon	Monster	Earth	Effect	None	Dragon	4	1500	800	0	0	None	None
Harpie Girl	Monster	Wind	Normal	None	WingedBeast	2	500	500	0	0	None	None
Harpie Lady	Monster	Wind	Normal	None	WingedBeast	4	1300	1400	0	0	None	None
Harpie Lady 1	Monster	Wind	Effect	None	WingedBeast	4	1300	1400	0	0	None	None
Harpie Lady 2	Monster	Wind	Effect	None	WingedBeast	4	1300	1400	0	0	None	None
Harpie Lady 3	Monster	Wind	Effect	None	WingedBeast	4	1300	1400	0	0	None	None
Harpie Lady Sisters	Monster	Wind	Effect	None	WingedBeast	6	1950	2100	0	0	None	None
Harpie Queen	Monster	Wind	Effect	None	WingedBeast	4	1900	1200	0	0	None	None
Harpie's Brother	Monster	Wind	Normal	None	WingedBeast	4	1800	600	0	0	None	None
Harpie's Pet Baby Dragon	Monster	Wind	Effect	None	Dragon	4	1200	600	0	0	None	None
Harpie's Pet Dragon	Monster	Wind	Effect	None	Dragon	7	2000	2500	0	0	None	None
Harvest Angel of Wisdom	Monster	Light	Effect	None	Fairy	4	1800	1000	0	0	None	None
Hayabusa Knight	Monster	Earth	Effect	None	Warrior	3	1000	700	0	0	None	None
Hedge Guard	Monster	Earth	Effect	None	Plant	3	0	2100	0	0	None	None
Headless Knight	Monster	Earth	Normal	None	Fiend	4	1450	1700	0	0	None	None
Healing Wave Generator	Monster	Light	Effect	None	Machine	4	800	1600	0	0	None	None
Heavy Mech Support Platform	Monster	Dark	Effect	Union	Machine	3	500	500	0	0	None	None
Hecatrice	Monster	Light	Effect	None	Fairy	4	1500	1100	0	0	None	None
Helios - The Primordial Sun	Monster	Light	Effect	None	Pyro	4	0	0	0	0	None	None
Helios Duo Megistus	Monster	Light	Effect	None	Pyro	6	0	0	0	0	None	None
Helios Trice Megistus	Monster	Light	Effect	None	Pyro	8	0	0	0	0	None	None
Helping Robo for Combat	Monster	Light	Effect	None	Machine	4	1600	0	0	0	None	None
Helpoemer	Monster	Dark	Effect	None	Fiend	5	2000	1400	0	0	None	None
Herald of Creation	Monster	Light	Effect	None	Spellcaster	4	1800	600	0	0	None	None
Herald of Green Light	Monster	Light	Effect	None	Fairy	2	300	500	0	0	None	None
Herald of Orange Light	Monster	Light	Effect	Tuner	Fairy	2	300	500	0	0	None	None
Herald of Perfection	Monster	Light	Ritual	Effect	Fairy	6	1800	2800	0	0	None	None
Herald of Purple Light	Monster	Light	Effect	None	Fairy	2	300	500	0	0	None	None
Hercules Beetle	Monster	Earth	Normal	None	Insect	5	1500	2000	0	0	None	None
Hero Kid	Monster	Earth	Effect	None	Warrior	2	300	600	0	0	None	None
Hibikime	Monster	Earth	Normal	None	Warrior	4	1450	1000	0	0	None	None
Hieracosphinx	Monster	Earth	Effect	None	Rock	6	2400	1200	0	0	None	None
High Tide Gyojin	Monster	Water	Normal	None	Aqua	4	1650	1300	0	0	None	None
Hiita the Fire Charmer	Monster	Fire	Effect	None	Spellcaster	3	500	1500	0	0	None	None
Hino-Kagu-Tsuchi	Monster	Fire	Effect	Spirit	Pyro	8	2800	2900	0	0	None	None
Hinotama Soul	Monster	Fire	Normal	None	Pyro	2	600	500	0	0	None	None
Hiro's Shadow Scout	Monster	Dark	Effect	None	Fiend	2	650	500	0	0	None	None
Hitotsu-Me Giant	Monster	Earth	Normal	None	BeastWarrior	4	1200	1000	0	0	None	None
Homunculus the Alchemic Being	Monster	Light	Effect	None	Plant	4	1800	1600	0	0	None	None
Honest	Monster	Light	Effect	None	Fairy	4	1100	1900	0	0	None	None
Horseytail	Monster	Wind	Effect	None	Plant	2	400	500	0	0	None	None
Horus the Black Flame Dragon LV4	Monster	Fire	Effect	None	Dragon	4	1600	1000	0	0	None	None
Horus the Black Flame Dragon LV6	Monster	Fire	Effect	None	Dragon	6	2300	1600	0	0	None	None
Horus the Black Flame Dragon LV8	Monster	Fire	Effect	None	Dragon	8	3000	1800	0	0	None	None
Horus' Servant	Monster	Fire	Effect	None	BeastWarrior	1	100	100	0	0	None	None
Hoshiningen	Monster	Light	Effect	None	Fairy	2	500	700	0	0	None	None
Hourglass of Courage	Monster	Light	Effect	None	Fairy	4	1100	1200	0	0	None	None
Howling Insect	Monster	Earth	Effect	None	Insect	3	1200	1300	0	0	None	None
Humanoid Slime	Monster	Water	Normal	None	Aqua	4	800	2000	0	0	None	None
Humanoid Worm Drake	Monster	Water	Fusion	None	Aqua	7	2200	2000	0	0	None	None
Hundred Eyes Dragon	Monster	Dark	Synchro	Effect	Dragon	8	3000	2500	0	0	None	None
Hunter Dragon	Monster	Dark	Normal	None	Dragon	3	1700	100	0	0	None	None
Hunter of Black Feathers	Monster	Light	Effect	None	BeastWarrior	4	1700	1000	0	0	None	None
Hunter Owl	Monster	Wind	Effect	None	WingedBeast	4	1000	900	0	0	None	None
Hunter Spider	Monster	Earth	Normal	None	Insect	5	1600	1400	0	0	None	None
Hushed Psychic Cleric	Monster	Earth	Effect	None	Psychic	3	0	2100	0	0	None	None
Hydra Viper	Monster	Water	Effect	None	Reptile	4	1800	400	0	0	None	None
Hydro Genex	Monster	Water	Synchro	Effect	Machine	6	2300	1800	0	0	None	None
Hydrogeddon	Monster	Water	Effect	None	Dinosaur	4	1600	1000	0	0	None	None
Hyena	Monster	Earth	Effect	None	Beast	3	1000	300	0	0	None	None
Hyozanryu	Monster	Light	Normal	None	Dragon	7	2100	2800	0	0	None	None
Hyosube	Monster	Water	Normal	None	Aqua	4	1500	900	0	0	None	None
Hyper Hammerhead	Monster	Earth	Effect	None	Dinosaur	4	1500	1200	0	0	None	None
Hyper Psychic Blaster	Monster	Earth	Synchro	Effect	Psychic	9	3000	2500	0	0	None	None
Hyper Psychic BlasterAssault Mode	Monster	Earth	Effect	None	Psychic	11	3500	3000	0	0	None	None
Hyper Synchron	Monster	Light	Effect	None	Machine	4	1600	800	0	0	None	None
Hypnocorn	Monster	Dark	Effect	None	Beast	4	1400	600	0	0	None	None
Hysteric Fairy	Monster	Light	Effect	None	Fairy	4	1800	500	0	0	None	None
Ice Master	Monster	Water	Effect	None	Spellcaster	8	2500	2000	0	0	None	None
Ice Queen	Monster	Water	Effect	None	Spellcaster	8	2900	2100	0	0	None	None
Ido the Supreme Magical Force	Monster	Dark	Effect	None	Fiend	6	2200	800	0	0	None	None
Il Blud	Monster	Dark	Effect	Gemini	Zombie	6	2100	800	0	0	None	None
Illusionist Faceless Mage	Monster	Dark	Normal	None	Spellcaster	5	1200	2200	0	0	None	None
Immortal Ruler	Monster	Earth	Effect	None	Zombie	4	1800	200	0	0	None	None
Imprisoned Queen Archfiend	Monster	Dark	Effect	None	Fiend	8	2600	1700	0	0	None	None
Inaba White Rabbit	Monster	Earth	Effect	Spirit	Beast	3	700	500	0	0	None	None
Indomitable Fighter Lei Lei	Monster	Earth	Effect	None	BeastWarrior	4	2300	0	0	0	None	None
Infernal Dragon	Monster	Dark	Effect	None	Dragon	4	2000	0	0	0	None	None
Infernal Flame Emperor	Monster	Fire	Effect	None	Pyro	9	2700	1600	0	0	None	None
Infernal Incinerator	Monster	Fire	Effect	None	Fiend	6	2800	1800	0	0	None	None
Infernalqueen Archfiend	Monster	Fire	Effect	None	Fiend	4	900	1500	0	0	None	None
Infernity Archfiend	Monster	Dark	Effect	None	Fiend	4	1800	1200	0	0	None	None
Infernity Avenger	Monster	Dark	Effect	Tuner	Fiend	1	0	0	0	0	None	None
Infernity Beast	Monster	Dark	Effect	None	Beast	3	1600	1200	0	0	None	None
Infernity Beetle	Monster	Dark	Effect	Tuner	Insect	2	1200	0	0	0	None	None
